Activity,Site_Number,Account_Name,FE,SSO,Lat,Lon,Dup Count,NewLat,NewLon
1-228643588213,617887,HOSPITAL FOR SPECIAL SURGERY,Medrad_131702,Medrad_QUEUE,40.765394,-73.953309,538,40.7866529,-73.9568177
1-228643785103,617887,HOSPITAL FOR SPECIAL SURGERY,Medrad_131702,Medrad_QUEUE,40.765394,-73.953309,539,40.78683703,-73.95708558
1-228643785103,617887,HOSPITAL FOR SPECIAL SURGERY,Medrad_131702,Medrad_QUEUE,40.765394,-73.953309,540,40.7871816,-73.95645559
1-230250120349,617887,HOSPITAL FOR SPECIAL SURGERY,Medrad_131702,Medrad_QUEUE,40.765394,-73.953309,541,40.78715369,-73.95550695
1-233358755925,617887,HOSPITAL FOR SPECIAL SURGERY,Medrad_131702,Medrad_QUEUE,40.765394,-73.953309,542,40.78697896,-73.95511183
1-235003864154,617887,HOSPITAL FOR SPECIAL SURGERY,Medrad_131702,Medrad_QUEUE,40.765394,-73.953309,543,40.78681806,-73.9556335
1-235003864154,617887,HOSPITAL FOR SPECIAL SURGERY,Medrad_131702,Medrad_QUEUE,40.765394,-73.953309,544,40.78681891,-73.95659234
1-226945576921,617887,HOSPITAL FOR SPECIAL SURGERY,Medrad_131702,Medrad_QUEUE,40.765394,-73.953309,545,40.78718074,-73.9571068
1-226945239378,617887,HOSPITAL FOR SPECIAL SURGERY,Medrad_131702,Medrad_QUEUE,40.765394,-73.953309,546,40.78735476,-73.95670388
1-226848338432,617887,HOSPITAL FOR SPECIAL SURGERY,MV Outbound,MV_OUTBOUND,40.765394,-73.953309,547,40.78738098,-73.95575403
1-226848338432,617887,HOSPITAL FOR SPECIAL SURGERY,MV Outbound,MV_OUTBOUND,40.765394,-73.953309,548,40.78723528,-73.95513054
1-226848338432,617887,HOSPITAL FOR SPECIAL SURGERY,MV Outbound,MV_OUTBOUND,40.765394,-73.953309,549,40.78705164,-73.95540664
1-227125254619,617888,HOSPITAL FOR SPECIAL SURGERY,Martinez,212012112,#N/A,#N/A,0,#N/A,#N/A
1-227125254619,617888,HOSPITAL FOR SPECIAL SURGERY,Martinez,212012112,#N/A,#N/A,1,#N/A,#N/A
1-226569013566,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Santos,212021975,#N/A,#N/A,0,#N/A,#N/A
1-226569033771,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,1,#N/A,#N/A
1-226569097143,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,2,#N/A,#N/A
1-226569097143,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,3,#N/A,#N/A
1-226568906461,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,4,#N/A,#N/A
1-226568863377,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,5,#N/A,#N/A
1-226569013812,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,6,#N/A,#N/A
1-226568965561,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,7,#N/A,#N/A
1-226568944357,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,8,#N/A,#N/A
1-226568881969,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,9,#N/A,#N/A
1-226568844176,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,10,#N/A,#N/A
1-226569058228,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,11,#N/A,#N/A
1-232779959449,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,12,#N/A,#N/A
1-228609928792,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,13,#N/A,#N/A
1-226568965360,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,14,#N/A,#N/A
1-226568881723,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,15,#N/A,#N/A
1-226569078429,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,16,#N/A,#N/A
1-226569078429,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,17,#N/A,#N/A
1-226568906707,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,18,#N/A,#N/A
1-227744598689,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Tang,212591122,#N/A,#N/A,19,#N/A,#N/A
1-227486062431,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Grabias,212605639,#N/A,#N/A,20,#N/A,#N/A
1-227486158051,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Grabias,212605639,#N/A,#N/A,21,#N/A,#N/A
1-227486243661,630289,WEILL CORNELL MEDICINE CENTER OF REPRODUCTIVE MEDICINE,Grabias,212605639,#N/A,#N/A,22,#N/A,#N/A
1-227348282036,633829,MOUNT SINAI HOSPITAL,Mineweaser,212587842,#N/A,#N/A,0,#N/A,#N/A
1-229865913191,633829,MOUNT SINAI HOSPITAL,Mineweaser,212587842,#N/A,#N/A,1,#N/A,#N/A
1-229865913191,633829,MOUNT SINAI HOSPITAL,Mineweaser,212587842,#N/A,#N/A,2,#N/A,#N/A
1-229827421718,633829,MOUNT SINAI HOSPITAL,Bayron,212591103,#N/A,#N/A,3,#N/A,#N/A
1-226976105701,633829,MOUNT SINAI HOSPITAL,Bayron,212591103,#N/A,#N/A,4,#N/A,#N/A
1-231995336465,633829,MOUNT SINAI HOSPITAL,Bayron,212591103,#N/A,#N/A,5,#N/A,#N/A
1-226951942866,633829,MOUNT SINAI HOSPITAL,Bayron,212591103,#N/A,#N/A,6,#N/A,#N/A
1-234240735394,633829,MOUNT SINAI HOSPITAL,Bayron,212591103,#N/A,#N/A,7,#N/A,#N/A
1-228232430040,633829,MOUNT SINAI HOSPITAL,Guerreiro,212604538,#N/A,#N/A,8,#N/A,#N/A
1-230791706751,633829,MOUNT SINAI HOSPITAL,Guerreiro,212604538,#N/A,#N/A,9,#N/A,#N/A
1-225311379099,633829,MOUNT SINAI HOSPITAL,Guerreiro,212604538,#N/A,#N/A,10,#N/A,#N/A
1-227026151411,633829,MOUNT SINAI HOSPITAL,Guerreiro,212604538,#N/A,#N/A,11,#N/A,#N/A
1-227770761382,633829,MOUNT SINAI HOSPITAL,Grabias,212605639,#N/A,#N/A,12,#N/A,#N/A
1-234780939676,633829,MOUNT SINAI HOSPITAL,Sheil,212633946,#N/A,#N/A,13,#N/A,#N/A
1-228487878258,638604,EAST RIVER MEDICAL IMAGING PC,Ruocco,212000721,40.7667349,-73.9526466,0,40.7669349,-73.9554466
1-234411752088,638604,EAST RIVER MEDICAL IMAGING PC,Brecher,212010282,40.7667349,-73.9526466,1,40.76684296,-73.95460513
1-232836631107,638604,EAST RIVER MEDICAL IMAGING PC,Kwakye,212028734,40.7667349,-73.9526466,2,40.76665167,-73.9545373
1-234801475071,638604,EAST RIVER MEDICAL IMAGING PC,Kwakye,212028734,40.7667349,-73.9526466,3,40.7665369,-73.95530548
1-233376216451,638604,EAST RIVER MEDICAL IMAGING PC,Kwakye,212028734,40.7667349,-73.9526466,4,40.76660417,-73.9562034
1-229937808796,638604,EAST RIVER MEDICAL IMAGING PC,Kwakye,212028734,40.7667349,-73.9526466,5,40.76699163,-73.95640552
1-233034467330,638604,EAST RIVER MEDICAL IMAGING PC,Kwakye,212028734,40.7667349,-73.9526466,6,40.76712693,-73.95572602
1-231619701681,638604,EAST RIVER MEDICAL IMAGING PC,Larrow,212044200,40.7667349,-73.9526466,7,40.76708568,-73.95478961
1-228494833331,638604,EAST RIVER MEDICAL IMAGING PC,Gass,212044304,40.7667349,-73.9526466,8,40.7669058,-73.95445724
1-227719981741,638604,EAST RIVER MEDICAL IMAGING PC,Guerreiro,212056749,40.7667349,-73.9526466,9,40.76675267,-73.95503448
1-233583365623,638604,EAST RIVER MEDICAL IMAGING PC,Guerreiro,212056749,40.7667349,-73.9526466,10,40.76696709,-73.95599062
1-230464059613,638604,EAST RIVER MEDICAL IMAGING PC,Guerreiro,212056749,40.7667349,-73.9526466,11,40.76713579,-73.95644659
1-227759683769,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,12,40.76730367,-73.95598317
1-227759683769,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,13,40.76731639,-73.95502643
1-227759683769,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,14,40.76716225,-73.95445599
1-231357947728,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,15,40.76718296,-73.95479631
1-232625895394,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,16,40.76714337,-73.9557345
1-230513475821,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,17,40.76727987,-73.956408
1-231373886571,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,18,40.76746696,-73.95619759
1-229001803479,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,19,40.76753264,-73.95529672
1-229001803479,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,20,40.76761652,-73.95453365
1-229088364565,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,21,40.76742535,-73.95460994
1-226013005407,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,22,40.76733491,-73.95545545
1-229023813292,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,23,40.76742833,-73.95629282
1-228907060476,638604,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,24,40.76761974,-73.95635218
1-232665555251,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,25,40.76793314,-73.95557895
1-230513500011,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,26,40.76786428,-73.95468404
1-231001504401,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,27,40.76767647,-73.95449022
1-227220233201,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,28,40.76754238,-73.95517569
1-228098892648,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,29,40.76758529,-73.95611023
1-228098892648,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,30,40.76796575,-73.95643463
1-229105168971,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,31,40.76811785,-73.95585064
1-230591045843,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,32,40.76810174,-73.95489517
1-233622691133,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,33,40.76793224,-73.95444669
1-233622691133,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,34,40.76776519,-73.95491752
1-229090089141,638604,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,35,40.76795416,-73.95587478
1-234222106801,638604,EAST RIVER MEDICAL IMAGING PC,Baez,212551774,40.7667349,-73.9526466,36,40.76810931,-73.95643838
1-234801369461,638604,EAST RIVER MEDICAL IMAGING PC,Baez,212551774,40.7667349,-73.9526466,37,40.76828798,-73.95609014
1-230953049361,638604,EAST RIVER MEDICAL IMAGING PC,Richard,212571364,40.7667349,-73.9526466,38,40.76832591,-73.95515023
1-234210916881,638604,EAST RIVER MEDICAL IMAGING PC,Richard,212571364,40.7667349,-73.9526466,39,40.76818823,-73.9544828
1-230940260321,638604,EAST RIVER MEDICAL IMAGING PC,DeMaio,212572691,40.7667349,-73.9526466,40,40.76820151,-73.95470149
1-233113742903,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,41,40.76813743,-73.95560522
1-230513417791,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,42,40.7682549,-73.95636312
1-231532223414,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,43,40.76844592,-73.95627837
1-231532223414,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,44,40.76853487,-73.9554289
1-234975124211,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,45,40.76863996,-73.9545957
1-234469074225,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,46,40.76844846,-73.95454481
1-235560659129,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,47,40.76833643,-73.95532303
1-231164447221,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,48,40.76840687,-73.95621485
1-231164447221,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,49,40.76859502,-73.95640035
1-226935543248,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,50,40.76892789,-73.95570897
1-230289216670,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,51,40.76888333,-73.95477637
1-234729280963,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,52,40.7687023,-73.95445997
1-234729280963,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,53,40.76855124,-73.95505067
1-228076261174,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,54,40.76856904,-73.95600539
1-231964855793,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,55,40.76893933,-73.95644636
1-232187274921,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,56,40.76910554,-73.95596815
1-238911016571,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,57,40.76911487,-73.95501044
1-238911016571,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,58,40.76895874,-73.95445373
1-229375283598,638604,EAST RIVER MEDICAL IMAGING PC,Castro,212589148,40.7667349,-73.9526466,59,40.76878068,-73.95480986
1-228652234832,638604,EAST RIVER MEDICAL IMAGING PC,Carestream_D11289,Carestream_QUEUE,40.7667349,-73.9526466,60,40.76894442,-73.95575141
1-228298958266,638604,EAST RIVER MEDICAL IMAGING PC,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7667349,-73.9526466,61,40.76908328,-73.95641272
1-230799616568,638604,EAST RIVER MEDICAL IMAGING PC,Vendor Management Team,VENDOR_MGMNT_TEAM,40.7667349,-73.9526466,62,40.7692696,-73.95618578
1-229116382129,640836,EAST RIVER MEDICAL IMAGING PC,Ruocco,212000721,40.7667349,-73.9526466,0,40.7669349,-73.9554466
1-235369044844,640836,EAST RIVER MEDICAL IMAGING PC,Ruocco,212000721,40.7667349,-73.9526466,1,40.76684296,-73.95460513
1-228813625913,640836,EAST RIVER MEDICAL IMAGING PC,Ruocco,212000721,40.7667349,-73.9526466,2,40.76665167,-73.9545373
1-228613484630,640836,EAST RIVER MEDICAL IMAGING PC,Ruocco,212000721,40.7667349,-73.9526466,3,40.7665369,-73.95530548
1-227564443671,640836,EAST RIVER MEDICAL IMAGING PC,Ruocco,212000721,40.7667349,-73.9526466,4,40.76660417,-73.9562034
1-229589269540,640836,EAST RIVER MEDICAL IMAGING PC,Ruocco,212000721,40.7667349,-73.9526466,5,40.76699163,-73.95640552
1-264202615141,640836,EAST RIVER MEDICAL IMAGING PC,Prantil,212001162,40.7667349,-73.9526466,6,40.76712693,-73.95572602
1-235584856151,640836,EAST RIVER MEDICAL IMAGING PC,Prantil,212001162,40.7667349,-73.9526466,7,40.76708568,-73.95478961
1-227715737301,640836,EAST RIVER MEDICAL IMAGING PC,Brecher,212010282,40.7667349,-73.9526466,8,40.7669058,-73.95445724
1-227715737301,640836,EAST RIVER MEDICAL IMAGING PC,Brecher,212010282,40.7667349,-73.9526466,9,40.76675267,-73.95503448
1-232876684332,640836,EAST RIVER MEDICAL IMAGING PC,Brecher,212010282,40.7667349,-73.9526466,10,40.76696709,-73.95599062
1-232643754714,640836,EAST RIVER MEDICAL IMAGING PC,Brecher,212010282,40.7667349,-73.9526466,11,40.76713579,-73.95644659
1-227679823738,640836,EAST RIVER MEDICAL IMAGING PC,Brecher,212010282,40.7667349,-73.9526466,12,40.76730367,-73.95598317
1-227679823738,640836,EAST RIVER MEDICAL IMAGING PC,Brecher,212010282,40.7667349,-73.9526466,13,40.76731639,-73.95502643
1-234139092516,640836,EAST RIVER MEDICAL IMAGING PC,Brecher,212010282,40.7667349,-73.9526466,14,40.76716225,-73.95445599
1-235375416993,640836,EAST RIVER MEDICAL IMAGING PC,Brecher,212010282,40.7667349,-73.9526466,15,40.76718296,-73.95479631
1-227487988171,640836,EAST RIVER MEDICAL IMAGING PC,Martinez,212012112,40.7667349,-73.9526466,16,40.76714337,-73.9557345
1-231428160273,640836,EAST RIVER MEDICAL IMAGING PC,Cabezas,212022376,40.7667349,-73.9526466,17,40.76727987,-73.956408
1-231428160273,640836,EAST RIVER MEDICAL IMAGING PC,Cabezas,212022376,40.7667349,-73.9526466,18,40.76746696,-73.95619759
1-233720756702,640836,EAST RIVER MEDICAL IMAGING PC,Cabezas,212022376,40.7667349,-73.9526466,19,40.76753264,-73.95529672
1-233720756702,640836,EAST RIVER MEDICAL IMAGING PC,Cabezas,212022376,40.7667349,-73.9526466,20,40.76761652,-73.95453365
1-228372712618,640836,EAST RIVER MEDICAL IMAGING PC,Larrow,212044200,40.7667349,-73.9526466,21,40.76742535,-73.95460994
1-228623953451,640836,EAST RIVER MEDICAL IMAGING PC,Larrow,212044200,40.7667349,-73.9526466,22,40.76733491,-73.95545545
1-227099949177,640836,EAST RIVER MEDICAL IMAGING PC,Larrow,212044200,40.7667349,-73.9526466,23,40.76742833,-73.95629282
1-233339696968,640836,EAST RIVER MEDICAL IMAGING PC,Larrow,212044200,40.7667349,-73.9526466,24,40.76761974,-73.95635218
1-234519799486,640836,EAST RIVER MEDICAL IMAGING PC,Larrow,212044200,40.7667349,-73.9526466,25,40.76793314,-73.95557895
1-227455528782,640836,EAST RIVER MEDICAL IMAGING PC,Larrow,212044200,40.7667349,-73.9526466,26,40.76786428,-73.95468404
1-229520792801,640836,EAST RIVER MEDICAL IMAGING PC,Larrow,212044200,40.7667349,-73.9526466,27,40.76767647,-73.95449022
1-229741022121,640836,EAST RIVER MEDICAL IMAGING PC,Larrow,212044200,40.7667349,-73.9526466,28,40.76754238,-73.95517569
1-229741022121,640836,EAST RIVER MEDICAL IMAGING PC,Larrow,212044200,40.7667349,-73.9526466,29,40.76758529,-73.95611023
1-230793666891,640836,EAST RIVER MEDICAL IMAGING PC,Gass,212044304,40.7667349,-73.9526466,30,40.76796575,-73.95643463
1-231202295464,640836,EAST RIVER MEDICAL IMAGING PC,Gass,212044304,40.7667349,-73.9526466,31,40.76811785,-73.95585064
1-234571502368,640836,EAST RIVER MEDICAL IMAGING PC,Gass,212044304,40.7667349,-73.9526466,32,40.76810174,-73.95489517
1-231097289800,640836,EAST RIVER MEDICAL IMAGING PC,Guerreiro,212056749,40.7667349,-73.9526466,33,40.76793224,-73.95444669
1-233330822328,640836,EAST RIVER MEDICAL IMAGING PC,Guerreiro,212056749,40.7667349,-73.9526466,34,40.76776519,-73.95491752
1-233330822328,640836,EAST RIVER MEDICAL IMAGING PC,Guerreiro,212056749,40.7667349,-73.9526466,35,40.76795416,-73.95587478
1-231097136256,640836,EAST RIVER MEDICAL IMAGING PC,Guerreiro,212056749,40.7667349,-73.9526466,36,40.76810931,-73.95643838
1-229926363241,640836,EAST RIVER MEDICAL IMAGING PC,Rusko,212058138,40.7667349,-73.9526466,37,40.76828798,-73.95609014
1-231444913481,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,38,40.76832591,-73.95515023
1-231444913481,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,39,40.76818823,-73.9544828
1-227488374871,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,40,40.76820151,-73.95470149
1-227488374871,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,41,40.76813743,-73.95560522
1-227488374871,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,42,40.7682549,-73.95636312
1-227488374871,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,43,40.76844592,-73.95627837
1-227488374871,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,44,40.76853487,-73.9554289
1-227488374871,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,45,40.76863996,-73.9545957
1-227488374871,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,46,40.76844846,-73.95454481
1-227488374871,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,47,40.76833643,-73.95532303
1-227488374871,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,48,40.76840687,-73.95621485
1-229050584413,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,49,40.76859502,-73.95640035
1-227673704964,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,50,40.76892789,-73.95570897
1-227673704964,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,51,40.76888333,-73.95477637
1-229455071942,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,52,40.7687023,-73.95445997
1-229455071942,640836,EAST RIVER MEDICAL IMAGING PC,Roche,212362149,40.7667349,-73.9526466,53,40.76855124,-73.95505067
1-231430193141,640836,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,54,40.76856904,-73.95600539
1-234803631181,640836,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,55,40.76893933,-73.95644636
1-229116811421,640836,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,56,40.76910554,-73.95596815
1-229941424631,640836,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,57,40.76911487,-73.95501044
1-234192802031,640836,EAST RIVER MEDICAL IMAGING PC,Bonello,212462453,40.7667349,-73.9526466,58,40.76895874,-73.95445373
1-227892357458,640836,EAST RIVER MEDICAL IMAGING PC,DeMaio,212572691,40.7667349,-73.9526466,59,40.76878068,-73.95480986
